Ref_Date,GEO,SECTORS,STATEMENT,Vector,Coordinate,Value
1993/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1993/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1993/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1994/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1994/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1994/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1994/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1995/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1995/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1995/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1995/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1996/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1996/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1996/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1996/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1997/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1997/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1997/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1997/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1998/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1998/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1998/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1998/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1999/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1999/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1999/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1999/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2000/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2000/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2000/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2000/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2001/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2001/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2001/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2001/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2002/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2002/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2002/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2002/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2003/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2003/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2003/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2003/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2004/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2004/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2004/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2004/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2005/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2005/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2005/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2005/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2006/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2006/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2006/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2006/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2007/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2007/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2007/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2007/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2008/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2008/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2008/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2008/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2009/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2009/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2009/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2009/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2010/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2010/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2010/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2010/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2011/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2011/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2011/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2011/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2012/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2012/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2012/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2012/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2013/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2013/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2013/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2013/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2014/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2014/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2014/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
2014/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net acquisition of nonfinancial assets (x 1,000,000)",v52531246,1.5.23,0.0
1991/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,429.0
1991/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,1497.0
1991/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-159.0
1991/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-416.0
1992/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,31.0
1992/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,1353.0
1992/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-633.0
1992/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-673.0
1993/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-219.0
1993/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,1137.0
1993/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-762.0
1993/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-1064.0
1994/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-444.0
1994/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,997.0
1994/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-914.0
1994/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-1305.0
1995/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-14.0
1995/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,1199.0
1995/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-820.0
1995/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-1393.0
1996/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-288.0
1996/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,1084.0
1996/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-1266.0
1996/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-1716.0
1997/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-471.0
1997/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,995.0
1997/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-1194.0
1997/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-2053.0
1998/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-119.0
1998/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,1313.0
1998/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-832.0
1998/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-1545.0
1999/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,359.0
1999/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,1704.0
1999/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-314.0
1999/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-950.0
2000/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,1287.0
2000/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,2931.0
2000/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,620.0
2000/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-869.0
2001/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,2234.0
2001/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,3694.0
2001/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,826.0
2001/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-1052.0
2002/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,3552.0
2002/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,3892.0
2002/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,1671.0
2002/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-662.0
2003/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,3412.0
2003/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,4285.0
2003/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,2233.0
2003/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-431.0
2004/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,3407.0
2004/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,4400.0
2004/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,2078.0
2004/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-348.0
2005/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,3712.0
2005/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,4944.0
2005/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,2203.0
2005/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-608.0
2006/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,4076.0
2006/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,5270.0
2006/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,2471.0
2006/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-562.0
2007/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,4319.0
2007/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,5199.0
2007/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,2728.0
2007/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-199.0
2008/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,5502.0
2008/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,5803.0
2008/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,1622.0
2008/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-1219.0
2009/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,5025.0
2009/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,5344.0
2009/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,2497.0
2009/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-1802.0
2010/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,5049.0
2010/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,5190.0
2010/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,1483.0
2010/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-1068.0
2011/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,4351.0
2011/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,5887.0
2011/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,2097.0
2011/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-884.0
2012/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,4831.0
2012/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,6821.0
2012/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,2025.0
2012/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-527.0
2013/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,4937.0
2013/06,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,7072.0
2013/09,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,2741.0
2013/12,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,-256.0
2014/03,Canada,Canada Pension Plan (CPP) and Quebec Pension Plan (QPP),"Net lending or borrowing (x 1,000,000)",v52531247,1.5.24,5488.0
